set;model;epochs;loss;accuracy;val_loss;val_accuracy
OliveOil;inception;500;0.0734;1.0000;15.6474;0.1333
OliveOil;inception;1000;0.0073;1.0000;0.4430;0.8333
OliveOil;cnn;20;1.2810;0.4333;1.3350;0.3000
OliveOil;cnn;100;1.2312;0.4333;1.6974;0.3000
OliveOil;cnn;500;0.8795;0.6333;3.5400;0.1333
OliveOil;cnn;1000;0.5816;0.7667;4.2530;0.4000
OliveOil;resnet;20;1.2233;0.4333;1.3384;0.4000
OliveOil;resnet;100;0.4132;0.8333;1.5380;0.1333
OliveOil;resnet;500;0.0611;1.0000;8.0693;0.1333
OliveOil;resnet;1000;0.0058;1.0000;0.3999;0.9333
OliveOil;encoder;20;1.3337;0.4333;1.2685;0.4000
OliveOil;encoder;100;1.2880;0.4333;1.2597;0.4000
OliveOil;encoder;500;1.1241;0.6333;1.1136;0.4333
OliveOil;encoder;1000;1.0525;0.4000;1.0236;0.4667
OSULeaf;inception;20;0.2922;0.9650;1.7006;0.3760
OSULeaf;inception;100;0.0036;1.0000;3.3175;0.1364
OSULeaf;inception;500;3.9660e-04;1.0000;5.5123;0.2934
OSULeaf;inception;1000;3.1418e-04;1.0000;0.2404;0.9380
OSULeaf;cnn;20;0.9578;0.7300;2.9839;0.2273
OSULeaf;cnn;100;0.3508;0.9550;7.3890;0.2273
OSULeaf;cnn;500;0.0550;0.9950;0.2526;0.9132
OSULeaf;cnn;1000;0.0381;0.9950;0.1009;0.9669
OSULeaf;resnet;20;0.3188;0.9300;4.2441;0.1736
OSULeaf;resnet;100;0.0712;0.9800;2.4151;0.3595
OSULeaf;resnet;500;0.0039;1.0000;0.1091;0.9628
OSULeaf;resnet;1000;0.0041;1.0000;0.1071;0.9669
OSULeaf;encoder;20;1.3722;0.6300;1.5638;0.3884
OSULeaf;encoder;100;0.2543;0.9900;1.0818;0.5620
OSULeaf;encoder;500;0.0087;1.0000;1.1539;0.6446
OSULeaf;encoder;1000;0.0014;1.0000;1.2368;0.6570
PhalangesOutlinesCorrect;inception;20;0.4014;0.8289;4.2749;0.3869
PhalangesOutlinesCorrect;inception;100;0.2615;0.8961;0.5790;0.8252
PhalangesOutlinesCorrect;inception;500;0.0076;0.9994;0.6811;0.8205
PhalangesOutlinesCorrect;inception;1000;0.0028;1.0000;0.8462;0.8205
PhalangesOutlinesCorrect;cnn;20;0.5152;0.7589;0.9557;0.6340
PhalangesOutlinesCorrect;cnn;100;0.3558;0.8478;0.7998;0.7063
PhalangesOutlinesCorrect;cnn;500;0.1067;0.9578;0.5561;0.8217
PhalangesOutlinesCorrect;cnn;1000;0.0095;0.9989;0.7801;0.8298
PhalangesOutlinesCorrect;resnet;20;0.3635;0.8461;0.5331;0.7692
PhalangesOutlinesCorrect;resnet;100;0.1255;0.9550;0.6306;0.8042
PhalangesOutlinesCorrect;resnet;500;3.2986e-04;1.0000;0.8296;0.8415
PhalangesOutlinesCorrect;resnet;1000;5.7005e-05;1.0000;1.0229;0.8298
PhalangesOutlinesCorrect;encoder;20;0.5291;0.7244;0.6043;0.6818
PhalangesOutlinesCorrect;encoder;100;0.3731;0.8378;0.5891;0.7762
PhalangesOutlinesCorrect;encoder;500;0.1790;0.9300;0.4949;0.8368
PhalangesOutlinesCorrect;encoder;1000;0.0719;0.9711;0.6429;0.8345
Phoneme;inception;20;1.7341;0.5748;3.2754;0.2099
Phoneme;inception;100;0.0922;1.0000;4.3061;0.1266
Phoneme;inception;500;0.0022;1.0000;3.6542;0.3059
Phoneme;inception;1000;0.0015;1.0000;3.5262;0.3339
Phoneme;cnn;20;2.3582;0.3364;3.3001;0.1382
Phoneme;cnn;100;1.3366;0.6682;2.9146;0.1920
Phoneme;cnn;500;0.3410;0.9439;4.3295;0.2236
Phoneme;cnn;1000;0.0760;0.9953;3.5390;0.3360
Phoneme;resnet;20;1.6993;0.5561;3.4247;0.0812
Phoneme;resnet;100;0.3090;0.9673;3.5838;0.2326
Phoneme;resnet;500;0.0105;1.0000;3.9004;0.2927
Phoneme;resnet;1000;0.0024;1.0000;3.6484;0.3307
Phoneme;encoder;20;3.0702;0.6776;3.5554;0.0912
Phoneme;encoder;100;0.1917;1.0000;3.4049;0.1171
Phoneme;encoder;500;0.0039;1.0000;3.6890;0.1229
Phoneme;encoder;1000;6.1132e-04;1.0000;3.9018;0.1229
Plane;inception;20;0.0128;1.0000;1.1161;0.8476
Plane;inception;100;7.7811e-04;1.0000;3.9106;0.2381
Plane;inception;500;2.7287e-04;1.0000;0.0488;0.9714
Plane;inception;1000;2.2781e-04;1.0000;3.1781e-04;1.0000
Plane;cnn;20;0.2875;1.0000;2.0008;0.1143
Plane;cnn;100;0.0138;1.0000;5.4555;0.1619
Plane;cnn;500;4.6695e-04;1.0000;7.7560e-04;1.0000
Plane;cnn;1000;0.0012;1.0000;4.1892e-04;1.0000
Plane;resnet;20;0.0082;1.0000;2.1256;0.1429
Plane;resnet;100;0.0093;1.0000;8.3983;0.1619
Plane;resnet;500;1.6822e-04;1.0000;1.3068e-04;1.0000
Plane;resnet;1000;7.7871e-05;1.0000;1.2348e-04;1.0000
Plane;encoder;20;0.9386;0.8667;1.0219;0.8762
Plane;encoder;100;0.0280;1.0000;0.0836;0.9619
Plane;encoder;500;8.5609e-04;1.0000;0.0403;0.9810
Plane;encoder;1000;3.1788e-04;1.0000;0.0383;0.9810
ProximalPhalanxOutlineAgeGroup;inception;20;0.3337;0.8675;2.3595;0.0829
ProximalPhalanxOutlineAgeGroup;inception;100;0.1816;0.9400;5.3856;0.4878
ProximalPhalanxOutlineAgeGroup;inception;500;3.6677e-04;1.0000;0.9766;0.8439
ProximalPhalanxOutlineAgeGroup;inception;1000;1.9780e-04;1.0000;1.0312;0.8390
ProximalPhalanxOutlineAgeGroup;cnn;20;0.4120;0.8250;3.9342;0.4878
ProximalPhalanxOutlineAgeGroup;cnn;100;0.3429;0.8650;0.4946;0.8146
ProximalPhalanxOutlineAgeGroup;cnn;500;0.1715;0.9450;0.8519;0.7659
ProximalPhalanxOutlineAgeGroup;cnn;1000;0.0232;1.0000;0.6858;0.8439
ProximalPhalanxOutlineAgeGroup;resnet;20;0.3395;0.8525;4.7587;0.0829
ProximalPhalanxOutlineAgeGroup;resnet;100;0.2639;0.8850;0.5928;0.8488
ProximalPhalanxOutlineAgeGroup;resnet;500;0.0371;0.9825;1.1347;0.7805
ProximalPhalanxOutlineAgeGroup;resnet;1000;1.9865e-04;1.0000;1.0166;0.8293
ProximalPhalanxOutlineAgeGroup;encoder;20;0.5330;0.7750;0.4751;0.8634
ProximalPhalanxOutlineAgeGroup;encoder;100;0.3559;0.8575;0.3966;0.8537
ProximalPhalanxOutlineAgeGroup;encoder;500;0.3030;0.8750;0.4364;0.8537
ProximalPhalanxOutlineAgeGroup;encoder;1000;0.2495;0.9050;0.4428;0.8732
ProximalPhalanxOutlineCorrect;inception;20;0.4306;0.8067;0.7204;0.3333
ProximalPhalanxOutlineCorrect;inception;100;0.0662;0.9783;27.3934;0.3162
ProximalPhalanxOutlineCorrect;inception;500;3.9125e-04;1.0000;0.3529;0.9175
ProximalPhalanxOutlineCorrect;inception;1000;3.3136e-04;1.0000;0.4116;0.9175
ProximalPhalanxOutlineCorrect;cnn;20;0.4761;0.8017;22.1531;0.3162
ProximalPhalanxOutlineCorrect;cnn;100;0.3127;0.8750;0.4884;0.7801
ProximalPhalanxOutlineCorrect;cnn;500;0.1087;0.9583;0.6324;0.8351
ProximalPhalanxOutlineCorrect;cnn;1000;0.0037;1.0000;0.4815;0.8935
ProximalPhalanxOutlineCorrect;resnet;20;0.2506;0.9000;11.7771;0.3162
ProximalPhalanxOutlineCorrect;resnet;100;0.0346;0.9900;0.7599;0.7457
ProximalPhalanxOutlineCorrect;resnet;500;1.5815e-04;1.0000;0.3729;0.8969
ProximalPhalanxOutlineCorrect;resnet;1000;8.9324e-05;1.0000;0.3998;0.9003
ProximalPhalanxOutlineCorrect;encoder;20;0.5413;0.7533;0.4521;0.8110
ProximalPhalanxOutlineCorrect;encoder;100;0.3892;0.8283;0.4475;0.7938
ProximalPhalanxOutlineCorrect;encoder;500;0.2379;0.9017;0.4403;0.8488
ProximalPhalanxOutlineCorrect;encoder;1000;0.1362;0.9450;0.3708;0.8797
ProximalPhalanxTW;inception;20;0.3716;0.8450;1.5558;0.3512
ProximalPhalanxTW;inception;100;0.1187;0.9700;15.9261;0.3512
ProximalPhalanxTW;inception;500;7.3624e-04;1.0000;1.2894;0.7756
ProximalPhalanxTW;inception;1000;2.2976e-04;1.0000;1.3639;0.7659
ProximalPhalanxTW;cnn;20;0.5516;0.7975;7.6439;0.3512
ProximalPhalanxTW;cnn;100;0.4022;0.8450;1.6215;0.4195
ProximalPhalanxTW;cnn;500;0.1951;0.9400;0.9149;0.7659
ProximalPhalanxTW;cnn;1000;0.0134;1.0000;1.1103;0.7707
ProximalPhalanxTW;resnet;20;0.3547;0.8675;3.0184;0.0098
ProximalPhalanxTW;resnet;100;0.1902;0.9425;1.1418;0.7268
ProximalPhalanxTW;resnet;500;0.0012;1.0000;1.3229;0.7854
ProximalPhalanxTW;resnet;1000;4.0320e-04;1.0000;1.4396;0.7610
ProximalPhalanxTW;encoder;20;0.7300;0.7375;0.8439;0.7073
ProximalPhalanxTW;encoder;100;0.4678;0.8075;0.5453;0.8146
ProximalPhalanxTW;encoder;500;0.2919;0.8900;0.5258;0.7756
ProximalPhalanxTW;encoder;1000;0.2041;0.9375;0.5937;0.7707
RefrigerationDevices;inception;20;0.2970;0.8773;1.1272;0.5173
RefrigerationDevices;inception;100;0.0629;0.9787;2.8541;0.2933
RefrigerationDevices;inception;500;3.2181e-04;1.0000;3.9470;0.5093
RefrigerationDevices;inception;1000;3.0631e-04;1.0000;3.9224;0.5067
RefrigerationDevices;cnn;20;0.6930;0.6933;1.3171;0.2453
RefrigerationDevices;cnn;100;0.5315;0.7387;2.0395;0.4000
RefrigerationDevices;cnn;500;0.1130;0.9653;2.9023;0.4773
RefrigerationDevices;cnn;1000;0.0230;1.0000;3.3701;0.5173
RefrigerationDevices;resnet;20;0.4755;0.7813;1.1846;0.2427
RefrigerationDevices;resnet;100;0.1090;0.9573;2.1468;0.5093
RefrigerationDevices;resnet;500;1.5287e-04;1.0000;3.7726;0.5653
RefrigerationDevices;resnet;1000;3.2348e-04;1.0000;3.8874;0.5627
RefrigerationDevices;encoder;20;0.9612;0.8080;1.0990;0.3867
RefrigerationDevices;encoder;100;0.1432;0.9893;1.2483;0.4267
RefrigerationDevices;encoder;500;0.0037;1.0000;1.9424;0.4747
RefrigerationDevices;encoder;1000;5.8989e-04;1.0000;2.3145;0.4907
ScreenType;inception;20;0.6453;0.7173;1.1532;0.3413
ScreenType;inception;100;0.0902;0.9760;3.1945;0.3920
ScreenType;inception;500;0.0016;1.0000;2.1618;0.5947
ScreenType;inception;1000;6.1606e-04;1.0000;2.3208;0.5787
ScreenType;cnn;20;0.8216;0.6480;1.2414;0.3333
ScreenType;cnn;100;0.5303;0.7547;1.0387;0.5387
ScreenType;cnn;500;0.1607;0.9440;1.8439;0.5360
ScreenType;cnn;1000;0.0474;0.9973;1.6846;0.6427
ScreenType;resnet;20;0.5181;0.7707;1.1662;0.2907
ScreenType;resnet;100;0.0546;0.9920;1.3554;0.5333
ScreenType;resnet;500;0.0011;1.0000;2.2230;0.6213
ScreenType;resnet;1000;3.4978e-04;1.0000;2.4932;0.6293
ScreenType;encoder;20;0.8622;0.7227;1.1308;0.3600
ScreenType;encoder;100;0.1175;0.9920;1.9675;0.3120
ScreenType;encoder;500;0.0029;1.0000;3.0591;0.3253
ScreenType;encoder;1000;2.6084e-04;1.0000;3.7028;0.3253
ShapeletSim;inception;20;0.0037;1.0000;1.6216;0.5000
ShapeletSim;inception;100;9.5416e-04;1.0000;3.7705;0.5000
ShapeletSim;inception;500;3.1158e-04;1.0000;0.1419;0.9500
ShapeletSim;inception;1000;9.2858e-04;1.0000;0.0222;1.0000
ShapeletSim;cnn;20;0.0926;1.0000;0.6919;0.5000
ShapeletSim;cnn;100;0.0282;1.0000;1.2102;0.5000
ShapeletSim;cnn;500;0.0055;1.0000;0.2457;0.9333
ShapeletSim;cnn;1000;0.0026;1.0000;0.2424;0.9278
ShapeletSim;resnet;20;0.0042;1.0000;0.7533;0.5000
ShapeletSim;resnet;100;0.1167;1.0000;0.6749;0.5000
ShapeletSim;resnet;500;5.4877e-04;1.0000;0.0713;1.0000
ShapeletSim;resnet;1000;1.2850e-04;1.0000;0.0576;0.9889
ShapeletSim;encoder;20;0.6569;0.8000;0.6923;0.5056
ShapeletSim;encoder;100;0.4105;1.0000;0.6908;0.5056
ShapeletSim;encoder;500;0.0064;1.0000;0.7719;0.5889
ShapeletSim;encoder;1000;4.4581e-04;1.0000;0.8304;0.5889
ShapesAll;inception;20;1.6031;0.8050;4.9905;0.0150
ShapesAll;inception;100;0.1007;0.9967;17.6249;0.0167
ShapesAll;inception;500;0.0028;1.0000;0.3965;0.9100
ShapesAll;inception;1000;0.0012;1.0000;0.3980;0.9100
ShapesAll;cnn;20;2.7573;0.5150;9.1643;0.0167
ShapesAll;cnn;100;0.7810;0.8717;13.8085;0.0400
ShapesAll;cnn;500;0.0337;0.9983;1.6193;0.6250
ShapesAll;cnn;1000;0.0195;0.9983;0.6805;0.8567
ShapesAll;resnet;20;1.2723;0.8383;7.4684;0.0150
ShapesAll;resnet;100;0.0678;0.9950;0.4814;0.8917
ShapesAll;resnet;500;0.0066;1.0000;0.5271;0.8967
ShapesAll;resnet;1000;3.2852e-04;1.0000;0.3594;0.9233
ShapesAll;encoder;20;1.7537;0.6517;2.1064;0.5933
ShapesAll;encoder;100;0.0926;0.9933;1.1630;0.7500
ShapesAll;encoder;500;0.0015;1.0000;1.4307;0.7450
ShapesAll;encoder;1000;5.4822e-05;1.0000;1.7466;0.7350
SmallKitchenAppliances;inception;20;0.4196;0.8400;3.6587;0.5973
SmallKitchenAppliances;inception;100;0.1162;0.9600;1.3235;0.7333
SmallKitchenAppliances;inception;500;0.0257;0.9893;1.7037;0.7173
SmallKitchenAppliances;inception;1000;0.0208;0.9947;1.4736;0.7227
SmallKitchenAppliances;cnn;20;0.6265;0.7520;1.3242;0.3467
SmallKitchenAppliances;cnn;100;0.3628;0.8720;1.0917;0.5973
SmallKitchenAppliances;cnn;500;0.2047;0.9120;33.5388;0.3333
SmallKitchenAppliances;cnn;1000;0.0771;0.9653;1.0322;0.8000
SmallKitchenAppliances;resnet;20;0.3718;0.8640;1.3129;0.5200
SmallKitchenAppliances;resnet;100;0.1751;0.9413;0.8794;0.7040
SmallKitchenAppliances;resnet;500;0.0442;0.9867;1.0426;0.7387
SmallKitchenAppliances;resnet;1000;0.0186;0.9947;1.4255;0.7733
SmallKitchenAppliances;encoder;20;0.7992;0.6960;1.1656;0.4027
SmallKitchenAppliances;encoder;100;0.1492;0.9867;1.6798;0.4480
SmallKitchenAppliances;encoder;500;0.0076;1.0000;2.3023;0.5147
SmallKitchenAppliances;encoder;1000;8.7731e-04;1.0000;2.6652;0.5307
SonyAIBORobotSurface1;inception;20;0.0084;1.0000;0.3686;0.8502
SonyAIBORobotSurface1;inception;100;0.0023;1.0000;6.6528;0.4293
SonyAIBORobotSurface1;inception;500;5.5310e-05;1.0000;0.2780;0.9018
SonyAIBORobotSurface1;inception;1000;1.2884e-04;1.0000;0.1779;0.9351
SonyAIBORobotSurface1;cnn;20;0.0327;1.0000;0.7730;0.4293
SonyAIBORobotSurface1;cnn;100;0.0012;1.0000;3.3504;0.4293
SonyAIBORobotSurface1;cnn;500;2.9513e-04;1.0000;3.1266;0.4792
SonyAIBORobotSurface1;cnn;1000;0.0078;1.0000;0.0744;0.9700
SonyAIBORobotSurface1;resnet;20;0.0189;1.0000;0.7116;0.4293
SonyAIBORobotSurface1;resnet;100;3.0226e-04;1.0000;1.5402;0.4293
SonyAIBORobotSurface1;resnet;500;4.3009e-05;1.0000;0.2455;0.9035
SonyAIBORobotSurface1;resnet;1000;3.8288e-05;1.0000;0.0733;0.9700
SonyAIBORobotSurface1;encoder;20;0.5159;0.7000;0.7233;0.4293
SonyAIBORobotSurface1;encoder;100;0.1492;1.0000;0.5056;0.7005
SonyAIBORobotSurface1;encoder;500;0.0028;1.0000;0.4530;0.8103
SonyAIBORobotSurface1;encoder;1000;3.5061e-04;1.0000;0.4729;0.8136
SonyAIBORobotSurface2;inception;20;0.0034;1.0000;0.3657;0.8080
SonyAIBORobotSurface2;inception;100;0.0029;1.0000;0.2322;0.9014
SonyAIBORobotSurface2;inception;500;9.1468e-05;1.0000;0.1312;0.9486
SonyAIBORobotSurface2;inception;1000;8.3473e-05;1.0000;0.1387;0.9507
SonyAIBORobotSurface2;cnn;20;0.0339;1.0000;0.5830;0.6180
SonyAIBORobotSurface2;cnn;100;0.0106;1.0000;0.5707;0.6170
SonyAIBORobotSurface2;cnn;500;0.0032;1.0000;0.1657;0.9307
SonyAIBORobotSurface2;cnn;1000;0.0015;1.0000;0.0722;0.9780
SonyAIBORobotSurface2;resnet;20;0.0027;1.0000;0.6202;0.6170
SonyAIBORobotSurface2;resnet;100;8.7675e-04;1.0000;2.1155;0.6170
SonyAIBORobotSurface2;resnet;500;6.5879e-05;1.0000;0.0720;0.9717
SonyAIBORobotSurface2;resnet;1000;3.3767e-04;1.0000;0.0693;0.9727
SonyAIBORobotSurface2;encoder;20;0.5021;0.8519;0.5482;0.7587
SonyAIBORobotSurface2;encoder;100;0.1433;0.9630;0.3895;0.7975
SonyAIBORobotSurface2;encoder;500;0.0052;1.0000;0.3840;0.8468
SonyAIBORobotSurface2;encoder;1000;0.0010;1.0000;0.4233;0.8510
StarLightCurves;inception;20;0.0751;0.9800;2.3558;0.1433
StarLightCurves;inception;100;0.0076;0.9990;1.0920;0.6843
StarLightCurves;inception;500;4.5633e-04;1.0000;0.1067;0.9778
StarLightCurves;inception;1000;2.4239e-04;1.0000;0.1162;0.9786
StarLightCurves;cnn;20;0.2351;0.9300;4.0105;0.1433
StarLightCurves;cnn;100;0.1619;0.9520;1.4661;0.4588
StarLightCurves;cnn;500;0.0738;0.9740;0.1566;0.9500
StarLightCurves;cnn;1000;0.0435;0.9840;0.1218;0.9693
StarLightCurves;resnet;20;0.1521;0.9490;2.9434;0.4064
StarLightCurves;resnet;100;0.0437;0.9900;0.1607;0.9388
StarLightCurves;resnet;500;1.8677e-04;1.0000;0.1727;0.9704
StarLightCurves;resnet;1000;2.9301e-05;1.0000;0.2113;0.9709
StarLightCurves;encoder;20;0.1814;0.9320;0.1708;0.9401
StarLightCurves;encoder;100;0.0240;0.9920;0.0818;0.9755
StarLightCurves;encoder;500;0.0013;1.0000;0.1272;0.9701
StarLightCurves;encoder;1000;1.6195e-05;1.0000;0.1597;0.9706
Strawberry;inception;20;0.0761;0.9772;2.1431;0.6432
Strawberry;inception;100;0.0445;0.9837;0.2750;0.9216
Strawberry;inception;500;0.0017;1.0000;0.0831;0.9838
Strawberry;inception;1000;0.0040;1.0000;1.6737;0.7351
Strawberry;cnn;20;0.2168;0.9201;1.1649;0.3568
Strawberry;cnn;100;0.1425;0.9445;3.6424;0.6432
Strawberry;cnn;500;0.0545;0.9886;0.2977;0.8892
Strawberry;cnn;1000;0.0338;0.9886;0.0987;0.9730
Strawberry;resnet;20;0.1647;0.9429;4.2657;0.3568
Strawberry;resnet;100;0.0737;0.9723;0.1731;0.9486
Strawberry;resnet;500;0.0068;0.9984;0.1304;0.9703
Strawberry;resnet;1000;3.8143e-04;1.0000;0.1223;0.9811
Strawberry;encoder;20;0.2843;0.8777;0.3940;0.8270
Strawberry;encoder;100;0.1173;0.9625;0.1983;0.9270
Strawberry;encoder;500;0.0710;0.9755;0.0952;0.9676
Strawberry;encoder;1000;0.0392;0.9886;0.0937;0.9757
SwedishLeaf;inception;20;0.2326;0.9440;2.8843;0.0816
SwedishLeaf;inception;100;0.0041;1.0000;4.4146;0.1792
SwedishLeaf;inception;500;5.8508e-04;1.0000;0.1303;0.9552
SwedishLeaf;inception;1000;2.9191e-04;1.0000;0.1292;0.9568
SwedishLeaf;cnn;20;0.5511;0.8840;8.7158;0.0592
SwedishLeaf;cnn;100;0.0906;0.9900;1.2303;0.6592
SwedishLeaf;cnn;500;0.0013;1.0000;0.1036;0.9696
SwedishLeaf;cnn;1000;7.6085e-04;1.0000;0.0956;0.9712
SwedishLeaf;resnet;20;0.1168;0.9760;7.8010;0.0064
SwedishLeaf;resnet;100;0.0030;1.0000;0.1372;0.9648
SwedishLeaf;resnet;500;6.8666e-04;1.0000;0.1594;0.9632
SwedishLeaf;resnet;1000;1.6613e-04;1.0000;0.1683;0.9648
SwedishLeaf;encoder;20;1.3906;0.6720;1.3853;0.6800
SwedishLeaf;encoder;100;0.2134;0.9540;0.2906;0.9376
SwedishLeaf;encoder;500;0.0112;1.0000;0.1771;0.9488
SwedishLeaf;encoder;1000;0.0036;0.9980;0.2115;0.9488
Symbols;inception;20;0.1227;1.0000;1.5457;0.2261
Symbols;inception;100;0.0249;1.0000;2.3601;0.3638
Symbols;inception;500;0.0028;1.0000;0.0794;0.9739
Symbols;inception;1000;2.6976e-04;1.0000;0.0601;0.9809
Symbols;cnn;20;0.7837;0.9600;1.7653;0.1739
Symbols;cnn;100;0.1361;1.0000;2.2803;0.1709
Symbols;cnn;500;0.0304;1.0000;2.7941;0.3789
Symbols;cnn;1000;0.0109;1.0000;0.1238;0.9719
Symbols;resnet;20;0.1392;0.9600;1.7838;0.2754
Symbols;resnet;100;0.1017;1.0000;2.3169;0.1819
Symbols;resnet;500;5.6807e-04;1.0000;0.9314;0.6764
Symbols;resnet;1000;5.7199e-04;1.0000;0.1339;0.9508
Symbols;encoder;20;1.4589;0.6800;1.4901;0.5618
Symbols;encoder;100;0.3874;1.0000;0.7157;0.8261
Symbols;encoder;500;0.0049;1.0000;0.2663;0.9387
Symbols;encoder;1000;7.5234e-04;1.0000;0.2341;0.9437
SyntheticControl;inception;20;0.0163;0.9967;0.9773;0.5767
SyntheticControl;inception;100;0.0017;1.0000;1.6984;0.4633
SyntheticControl;inception;500;1.4569e-04;1.0000;0.0101;0.9967
SyntheticControl;inception;1000;5.2370e-05;1.0000;0.0192;0.9967
SyntheticControl;cnn;20;0.0728;0.9967;4.1569;0.3233
SyntheticControl;cnn;100;0.0049;1.0000;0.1193;0.9667
SyntheticControl;cnn;500;2.7442e-04;1.0000;0.0299;0.9800
SyntheticControl;cnn;1000;1.3162e-04;1.0000;0.0283;0.9900
SyntheticControl;resnet;20;0.0135;1.0000;3.8013;0.3333
SyntheticControl;resnet;100;0.0087;1.0000;0.7839;0.7167
SyntheticControl;resnet;500;9.3069e-05;1.0000;0.0194;0.9933
SyntheticControl;resnet;1000;7.0872e-05;1.0000;0.0162;0.9933
SyntheticControl;encoder;20;1.1219;0.7867;1.1191;0.7633
SyntheticControl;encoder;100;0.0701;1.0000;0.1520;0.9833
SyntheticControl;encoder;500;0.0011;1.0000;0.0246;0.9867
SyntheticControl;encoder;1000;1.8227e-04;1.0000;0.0160;0.9900
ToeSegmentation1;inception;20;0.0255;1.0000;1.7279;0.4781
ToeSegmentation1;inception;100;0.1227;0.9750;0.5461;0.8377
ToeSegmentation1;inception;500;6.2309e-05;1.0000;0.1683;0.9474
ToeSegmentation1;inception;1000;7.3661e-05;1.0000;0.1491;0.9649
ToeSegmentation1;cnn;20;0.1934;0.9500;0.6622;0.7982
ToeSegmentation1;cnn;100;0.0222;1.0000;0.7561;0.4035
ToeSegmentation1;cnn;500;0.0012;1.0000;0.5043;0.7412
ToeSegmentation1;cnn;1000;0.0011;1.0000;0.0744;0.9605
ToeSegmentation1;resnet;20;0.0288;1.0000;0.6554;0.7105
ToeSegmentation1;resnet;100;0.0045;1.0000;1.0124;0.5263
ToeSegmentation1;resnet;500;3.7911e-04;1.0000;0.0663;0.9737
ToeSegmentation1;resnet;1000;5.0222e-05;1.0000;0.0872;0.9693
ToeSegmentation1;encoder;20;0.6176;0.9750;0.6851;0.5746
ToeSegmentation1;encoder;100;0.1847;1.0000;0.6722;0.5658
ToeSegmentation1;encoder;500;0.0045;1.0000;0.7284;0.6096
ToeSegmentation1;encoder;1000;7.0661e-04;1.0000;0.7458;0.6140
ToeSegmentation2;inception;20;0.0191;1.0000;0.8249;0.4308
ToeSegmentation2;inception;100;3.4556e-04;1.0000;0.3772;0.8231
ToeSegmentation2;inception;500;0.0046;1.0000;0.0452;0.9769
ToeSegmentation2;inception;1000;3.5232e-04;1.0000;0.3760;0.8923
ToeSegmentation2;cnn;20;0.2997;0.8333;0.6625;0.6692
ToeSegmentation2;cnn;100;0.0223;1.0000;1.1864;0.1846
ToeSegmentation2;cnn;500;0.0049;1.0000;1.0862;0.6000
ToeSegmentation2;cnn;1000;0.0012;1.0000;0.3945;0.8846
ToeSegmentation2;resnet;20;0.0171;1.0000;0.6942;0.5385
ToeSegmentation2;resnet;100;0.0020;1.0000;1.1698;0.1846
ToeSegmentation2;resnet;500;0.0017;1.0000;2.0924;0.4769
ToeSegmentation2;resnet;1000;3.4257e-04;1.0000;0.3819;0.9077
ToeSegmentation2;encoder;20;0.5945;0.9444;0.6804;0.5692
ToeSegmentation2;encoder;100;0.1725;1.0000;0.6459;0.5769
ToeSegmentation2;encoder;500;0.0038;1.0000;0.5886;0.6923
ToeSegmentation2;encoder;1000;8.8336e-04;1.0000;0.5549;0.6923
Trace;inception;20;0.0140;1.0000;1.2534;0.5200
Trace;inception;100;0.0014;1.0000;1.8322;0.5400
Trace;inception;500;4.9715e-04;1.0000;0.0070;1.0000
Trace;inception;1000;2.9732e-04;1.0000;7.6468e-05;1.0000
Trace;cnn;20;0.3724;0.9100;1.5040;0.2400
Trace;cnn;100;0.0480;1.0000;11.9483;0.2400
Trace;cnn;500;0.0025;1.0000;0.0033;1.0000
Trace;cnn;1000;0.0036;1.0000;8.5104e-04;1.0000
Trace;resnet;20;0.0422;1.0000;1.5424;0.1900
Trace;resnet;100;0.0047;1.0000;6.6411;0.2400
Trace;resnet;500;5.7611e-04;1.0000;2.0400e-04;1.0000
Trace;resnet;1000;3.0303e-04;1.0000;1.3800e-04;1.0000
Trace;encoder;20;0.9040;0.6800;1.0285;0.5000
Trace;encoder;100;0.1489;0.9700;0.2701;0.9400
Trace;encoder;500;0.0023;1.0000;0.0927;0.9700
Trace;encoder;1000;6.4696e-04;1.0000;0.0795;0.9700
TwoLeadECG;inception;20;0.0254;1.0000;0.4373;0.7831
TwoLeadECG;inception;100;0.0067;1.0000;2.4358;0.4996
TwoLeadECG;inception;500;1.5912e-04;1.0000;0.0050;0.9991
TwoLeadECG;inception;1000;0.0085;1.0000;0.0012;0.9991
TwoLeadECG;cnn;20;0.1516;1.0000;0.6860;0.5004
TwoLeadECG;cnn;100;0.0068;1.0000;0.9201;0.5004
TwoLeadECG;cnn;500;0.0338;1.0000;0.0439;0.9974
TwoLeadECG;cnn;1000;0.0017;1.0000;0.0023;0.9991
TwoLeadECG;resnet;20;0.0307;1.0000;0.6808;0.5004
TwoLeadECG;resnet;100;0.0162;1.0000;0.7294;0.5022
TwoLeadECG;resnet;500;0.0014;1.0000;0.0668;0.9982
TwoLeadECG;resnet;1000;2.9203e-04;1.0000;3.7463e-04;1.0000
TwoLeadECG;encoder;20;0.6212;0.6957;0.6698;0.5847
TwoLeadECG;encoder;100;0.3573;0.9130;0.4612;0.8016
TwoLeadECG;encoder;500;0.0075;1.0000;0.1236;0.9447
TwoLeadECG;encoder;1000;0.0024;1.0000;0.1058;0.9543
TwoPatterns;inception;20;0.0023;1.0000;0.2799;0.9835
TwoPatterns;inception;100;2.0822e-04;1.0000;0.0121;1.0000
