classifier_name,dataset_name,accuracy
resnet_100_Training,MiddlePhalanxTW,0.2013
resnet_1000_Training,MiddlePhalanxTW,0.5195
encoder_100_Training,MiddlePhalanxTW,0.5779
encoder_1000_Training,MiddlePhalanxTW,0.5325
inception_100_Training,MoteStrain,0.7348
inception_1000_Training,MoteStrain,0.897
cnn_100_Training,MoteStrain,0.7476
cnn_1000_Training,MoteStrain,0.9265
resnet_100_Training,MoteStrain,0.6901
resnet_1000_Training,MoteStrain,0.9233
encoder_100_Training,MoteStrain,0.8259
encoder_1000_Training,MoteStrain,0.8283
inception_100_Training,NonInvasiveFetalECGThorax1,0.7537
inception_1000_Training,NonInvasiveFetalECGThorax1,0.9466
cnn_100_Training,NonInvasiveFetalECGThorax1,0.7018
cnn_1000_Training,NonInvasiveFetalECGThorax1,0.9333
resnet_100_Training,NonInvasiveFetalECGThorax1,0.8631
resnet_1000_Training,NonInvasiveFetalECGThorax1,0.9384
encoder_100_Training,NonInvasiveFetalECGThorax1,0.9155
encoder_1000_Training,NonInvasiveFetalECGThorax1,0.9384
inception_100_Training,NonInvasiveFetalECGThorax2,0.6804
inception_1000_Training,NonInvasiveFetalECGThorax2,0.9486
cnn_100_Training,NonInvasiveFetalECGThorax2,0.0473
cnn_1000_Training,NonInvasiveFetalECGThorax2,0.9445
resnet_100_Training,NonInvasiveFetalECGThorax2,0.9237
resnet_1000_Training,NonInvasiveFetalECGThorax2,0.9476
encoder_100_Training,NonInvasiveFetalECGThorax2,0.9038
encoder_1000_Training,NonInvasiveFetalECGThorax2,0.945
inception_100_Training,OliveOil,0.1333
inception_1000_Training,OliveOil,0.8333
cnn_100_Training,OliveOil,0.3
cnn_1000_Training,OliveOil,0.4
resnet_100_Training,OliveOil,0.1333
resnet_1000_Training,OliveOil,0.9333
encoder_100_Training,OliveOil,0.4
encoder_1000_Training,OliveOil,0.4667
inception_100_Training,OSULeaf,0.1364
inception_1000_Training,OSULeaf,0.938
cnn_100_Training,OSULeaf,0.2273
cnn_1000_Training,OSULeaf,0.9669
resnet_100_Training,OSULeaf,0.3595
resnet_1000_Training,OSULeaf,0.9669
encoder_100_Training,OSULeaf,0.562
encoder_1000_Training,OSULeaf,0.657
inception_100_Training,PhalangesOutlinesCorrect,0.8252
inception_1000_Training,PhalangesOutlinesCorrect,0.8205
cnn_100_Training,PhalangesOutlinesCorrect,0.7063
cnn_1000_Training,PhalangesOutlinesCorrect,0.8298
resnet_100_Training,PhalangesOutlinesCorrect,0.8042
resnet_1000_Training,PhalangesOutlinesCorrect,0.8298
encoder_100_Training,PhalangesOutlinesCorrect,0.7762
encoder_1000_Training,PhalangesOutlinesCorrect,0.8345
inception_100_Training,Phoneme,0.1266
inception_1000_Training,Phoneme,0.3339
cnn_100_Training,Phoneme,0.192
cnn_1000_Training,Phoneme,0.336
resnet_100_Training,Phoneme,0.2326
resnet_1000_Training,Phoneme,0.3307
encoder_100_Training,Phoneme,0.1171
encoder_1000_Training,Phoneme,0.1229
inception_100_Training,Plane,0.2381
inception_1000_Training,Plane,1
cnn_100_Training,Plane,0.1619
cnn_1000_Training,Plane,1
resnet_100_Training,Plane,0.1619
resnet_1000_Training,Plane,1
encoder_100_Training,Plane,0.9619
encoder_1000_Training,Plane,0.981
inception_100_Training,ProximalPhalanxOutlineAgeGroup,0.4878
inception_1000_Training,ProximalPhalanxOutlineAgeGroup,0.839
cnn_100_Training,ProximalPhalanxOutlineAgeGroup,0.8146
cnn_1000_Training,ProximalPhalanxOutlineAgeGroup,0.8439
resnet_100_Training,ProximalPhalanxOutlineAgeGroup,0.8488
resnet_1000_Training,ProximalPhalanxOutlineAgeGroup,0.8293
encoder_100_Training,ProximalPhalanxOutlineAgeGroup,0.8537
encoder_1000_Training,ProximalPhalanxOutlineAgeGroup,0.8732
inception_100_Training,ProximalPhalanxOutlineCorrect,0.3162
inception_1000_Training,ProximalPhalanxOutlineCorrect,0.9175
cnn_100_Training,ProximalPhalanxOutlineCorrect,0.7801
cnn_1000_Training,ProximalPhalanxOutlineCorrect,0.8935
resnet_100_Training,ProximalPhalanxOutlineCorrect,0.7457
resnet_1000_Training,ProximalPhalanxOutlineCorrect,0.9003
encoder_100_Training,ProximalPhalanxOutlineCorrect,0.7938
encoder_1000_Training,ProximalPhalanxOutlineCorrect,0.8797
inception_100_Training,ProximalPhalanxTW,0.3512
inception_1000_Training,ProximalPhalanxTW,0.7659
cnn_100_Training,ProximalPhalanxTW,0.4195
cnn_1000_Training,ProximalPhalanxTW,0.7707
resnet_100_Training,ProximalPhalanxTW,0.7268
resnet_1000_Training,ProximalPhalanxTW,0.761
encoder_100_Training,ProximalPhalanxTW,0.8146
encoder_1000_Training,ProximalPhalanxTW,0.7707
inception_100_Training,RefrigerationDevices,0.2933
inception_1000_Training,RefrigerationDevices,0.5067
cnn_100_Training,RefrigerationDevices,0.4
cnn_1000_Training,RefrigerationDevices,0.5173
resnet_100_Training,RefrigerationDevices,0.5093
resnet_1000_Training,RefrigerationDevices,0.5627
encoder_100_Training,RefrigerationDevices,0.4267
encoder_1000_Training,RefrigerationDevices,0.4907
inception_100_Training,ScreenType,0.392
inception_1000_Training,ScreenType,0.5787
cnn_100_Training,ScreenType,0.5387
cnn_1000_Training,ScreenType,0.6427
resnet_100_Training,ScreenType,0.5333
resnet_1000_Training,ScreenType,0.6293
encoder_100_Training,ScreenType,0.312
encoder_1000_Training,ScreenType,0.3253
inception_100_Training,ShapeletSim,0.5
inception_1000_Training,ShapeletSim,1
cnn_100_Training,ShapeletSim,0.5
cnn_1000_Training,ShapeletSim,0.9278
resnet_100_Training,ShapeletSim,0.5
resnet_1000_Training,ShapeletSim,0.9889
encoder_100_Training,ShapeletSim,0.5056
encoder_1000_Training,ShapeletSim,0.5889
inception_100_Training,ShapesAll,0.0167
inception_1000_Training,ShapesAll,0.91
cnn_100_Training,ShapesAll,0.04
cnn_1000_Training,ShapesAll,0.8567
resnet_100_Training,ShapesAll,0.8917
resnet_1000_Training,ShapesAll,0.9233
encoder_100_Training,ShapesAll,0.75
encoder_1000_Training,ShapesAll,0.735
inception_100_Training,SmallKitchenAppliances,0.7333
inception_1000_Training,SmallKitchenAppliances,0.7227
cnn_100_Training,SmallKitchenAppliances,0.5973
cnn_1000_Training,SmallKitchenAppliances,0.8
resnet_100_Training,SmallKitchenAppliances,0.704
resnet_1000_Training,SmallKitchenAppliances,0.7733
encoder_100_Training,SmallKitchenAppliances,0.448
encoder_1000_Training,SmallKitchenAppliances,0.5307
inception_100_Training,SonyAIBORobotSurface1,0.4293
inception_1000_Training,SonyAIBORobotSurface1,0.9351
cnn_100_Training,SonyAIBORobotSurface1,0.4293
cnn_1000_Training,SonyAIBORobotSurface1,0.97
resnet_100_Training,SonyAIBORobotSurface1,0.4293
resnet_1000_Training,SonyAIBORobotSurface1,0.97
encoder_100_Training,SonyAIBORobotSurface1,0.7005
encoder_1000_Training,SonyAIBORobotSurface1,0.8136
inception_100_Training,SonyAIBORobotSurface2,0.9014
inception_1000_Training,SonyAIBORobotSurface2,0.9507
cnn_100_Training,SonyAIBORobotSurface2,0.617
cnn_1000_Training,SonyAIBORobotSurface2,0.978
resnet_100_Training,SonyAIBORobotSurface2,0.617
resnet_1000_Training,SonyAIBORobotSurface2,0.9727
encoder_100_Training,SonyAIBORobotSurface2,0.7975
encoder_1000_Training,SonyAIBORobotSurface2,0.851
inception_100_Training,StarLightCurves,0.6843
inception_1000_Training,StarLightCurves,0.9786
cnn_100_Training,StarLightCurves,0.4588
cnn_1000_Training,StarLightCurves,0.9693
resnet_100_Training,StarLightCurves,0.9388
resnet_1000_Training,StarLightCurves,0.9709
encoder_100_Training,StarLightCurves,0.9755
encoder_1000_Training,StarLightCurves,0.9706
inception_100_Training,Strawberry,0.9216
inception_1000_Training,Strawberry,0.7351
cnn_100_Training,Strawberry,0.6432
cnn_1000_Training,Strawberry,0.973
resnet_100_Training,Strawberry,0.9486
resnet_1000_Training,Strawberry,0.9811
encoder_100_Training,Strawberry,0.927
encoder_1000_Training,Strawberry,0.9757
inception_100_Training,SwedishLeaf,0.1792
inception_1000_Training,SwedishLeaf,0.9568
cnn_100_Training,SwedishLeaf,0.6592
cnn_1000_Training,SwedishLeaf,0.9712
resnet_100_Training,SwedishLeaf,0.9648
resnet_1000_Training,SwedishLeaf,0.9648
encoder_100_Training,SwedishLeaf,0.9376
encoder_1000_Training,SwedishLeaf,0.9488
inception_100_Training,Symbols,0.3638
inception_1000_Training,Symbols,0.9809
cnn_100_Training,Symbols,0.1709
cnn_1000_Training,Symbols,0.9719
resnet_100_Training,Symbols,0.1819
resnet_1000_Training,Symbols,0.9508
encoder_100_Training,Symbols,0.8261
encoder_1000_Training,Symbols,0.9437
inception_100_Training,SyntheticControl,0.4633
inception_1000_Training,SyntheticControl,0.9967
cnn_100_Training,SyntheticControl,0.9667
cnn_1000_Training,SyntheticControl,0.99
resnet_100_Training,SyntheticControl,0.7167
resnet_1000_Training,SyntheticControl,0.9933
encoder_100_Training,SyntheticControl,0.9833
encoder_1000_Training,SyntheticControl,0.99
inception_100_Training,ToeSegmentation1,0.8377
inception_1000_Training,ToeSegmentation1,0.9649
cnn_100_Training,ToeSegmentation1,0.4035
cnn_1000_Training,ToeSegmentation1,0.9605
resnet_100_Training,ToeSegmentation1,0.5263
resnet_1000_Training,ToeSegmentation1,0.9693
encoder_100_Training,ToeSegmentation1,0.5658
encoder_1000_Training,ToeSegmentation1,0.614
inception_100_Training,ToeSegmentation2,0.8231
inception_1000_Training,ToeSegmentation2,0.8923
cnn_100_Training,ToeSegmentation2,0.1846
cnn_1000_Training,ToeSegmentation2,0.8846
resnet_100_Training,ToeSegmentation2,0.1846
resnet_1000_Training,ToeSegmentation2,0.9077
encoder_100_Training,ToeSegmentation2,0.5769
encoder_1000_Training,ToeSegmentation2,0.6923
inception_100_Training,Trace,0.54
inception_1000_Training,Trace,1
cnn_100_Training,Trace,0.24
cnn_1000_Training,Trace,1
resnet_100_Training,Trace,0.24
resnet_1000_Training,Trace,1
encoder_100_Training,Trace,0.94
encoder_1000_Training,Trace,0.97
inception_100_Training,TwoLeadECG,0.4996
inception_1000_Training,TwoLeadECG,0.9991
cnn_100_Training,TwoLeadECG,0.5004
cnn_1000_Training,TwoLeadECG,0.9991
resnet_100_Training,TwoLeadECG,0.5022
resnet_1000_Training,TwoLeadECG,1
encoder_100_Training,TwoLeadECG,0.8016
encoder_1000_Training,TwoLeadECG,0.9543
inception_100_Training,TwoPatterns,1
inception_1000_Training,TwoPatterns,1
cnn_100_Training,TwoPatterns,0.768
cnn_1000_Training,TwoPatterns,0.8535
resnet_100_Training,TwoPatterns,0.9927
resnet_1000_Training,TwoPatterns,0.9955
encoder_100_Training,TwoPatterns,0.9965
encoder_1000_Training,TwoPatterns,0.9992
inception_100_Training,UWaveGestureLibraryAll,0.383
inception_1000_Training,UWaveGestureLibraryAll,0.928
cnn_100_Training,UWaveGestureLibraryAll,0.6337
cnn_1000_Training,UWaveGestureLibraryAll,0.8197
resnet_100_Training,UWaveGestureLibraryAll,0.8546
resnet_1000_Training,UWaveGestureLibraryAll,0.8568
encoder_100_Training,UWaveGestureLibraryAll,0.9475
encoder_1000_Training,UWaveGestureLibraryAll,0.9551
inception_100_Training,UWaveGestureLibraryX,0.7652
inception_1000_Training,UWaveGestureLibraryX,0.8063
cnn_100_Training,UWaveGestureLibraryX,0.2644
cnn_1000_Training,UWaveGestureLibraryX,0.7434
resnet_100_Training,UWaveGestureLibraryX,0.7694
resnet_1000_Training,UWaveGestureLibraryX,0.7761
encoder_100_Training,UWaveGestureLibraryX,0.8054
encoder_1000_Training,UWaveGestureLibraryX,0.8065
inception_100_Training,UWaveGestureLibraryY,0.5581
inception_1000_Training,UWaveGestureLibraryY,0.744
cnn_100_Training,UWaveGestureLibraryY,0.5212
cnn_1000_Training,UWaveGestureLibraryY,0.6357
resnet_100_Training,UWaveGestureLibraryY,0.5997
resnet_1000_Training,UWaveGestureLibraryY,0.6711
encoder_100_Training,UWaveGestureLibraryY,0.7049
encoder_1000_Training,UWaveGestureLibraryY,0.7077
inception_100_Training,UWaveGestureLibraryZ,0.653
inception_1000_Training,UWaveGestureLibraryZ,0.758
cnn_100_Training,UWaveGestureLibraryZ,0.3844
cnn_1000_Training,UWaveGestureLibraryZ,0.7247
resnet_100_Training,UWaveGestureLibraryZ,0.7462
resnet_1000_Training,UWaveGestureLibraryZ,0.749
encoder_100_Training,UWaveGestureLibraryZ,0.727
encoder_1000_Training,UWaveGestureLibraryZ,0.7183
inception_100_Training,Wafer,0.9544
inception_1000_Training,Wafer,0.9987
cnn_100_Training,Wafer,0.9283
cnn_1000_Training,Wafer,0.9966
resnet_100_Training,Wafer,0.9956
resnet_1000_Training,Wafer,0.9977
encoder_100_Training,Wafer,0.9964
encoder_1000_Training,Wafer,0.9976
inception_100_Training,Wine,0.5
inception_1000_Training,Wine,0.7778
cnn_100_Training,Wine,0.5
cnn_1000_Training,Wine,0.5
resnet_100_Training,Wine,0.5
resnet_1000_Training,Wine,0.7407
encoder_100_Training,Wine,0.5
encoder_1000_Training,Wine,0.463
inception_100_Training,WordSynonyms,0.3433
inception_1000_Training,WordSynonyms,0.7461
cnn_100_Training,WordSynonyms,0.1865
cnn_1000_Training,WordSynonyms,0.4984
resnet_100_Training,WordSynonyms,0.3464
resnet_1000_Training,WordSynonyms,0.5878
encoder_100_Training,WordSynonyms,0.5282
encoder_1000_Training,WordSynonyms,0.5721
inception_100_Training,Worms,0.3506
inception_1000_Training,Worms,0.7792
cnn_100_Training,Worms,0.1039
cnn_1000_Training,Worms,0.7662
resnet_100_Training,Worms,0.2597
resnet_1000_Training,Worms,0.7792
encoder_100_Training,Worms,0.5714
encoder_1000_Training,Worms,0.5455
inception_100_Training,WormsTwoClass,0.6234
inception_1000_Training,WormsTwoClass,0.7662
cnn_100_Training,WormsTwoClass,0.5714
cnn_1000_Training,WormsTwoClass,0.7273
resnet_100_Training,WormsTwoClass,0.5714
resnet_1000_Training,WormsTwoClass,0.7922
encoder_100_Training,WormsTwoClass,0.6623
encoder_1000_Training,WormsTwoClass,0.6623
inception_100_Training,Yoga,0.5547
inception_1000_Training,Yoga,0.891
cnn_100_Training,Yoga,0.5357
cnn_1000_Training,Yoga,0.7507
resnet_100_Training,Yoga,0.655
resnet_1000_Training,Yoga,0.8777
encoder_100_Training,Yoga,0.8303
encoder_1000_Training,Yoga,0.8663
